"codmun_resid","cod7","UF","Regiao","mun","Ano","obito_SRAG","obitos_COVID","Interna_COVID","Pop","FPM","RM","PIBpc","ICMSpc","Saudepc","FPMpc","Regra 1_e_2","Regra 2_e_3","Regra_3_e_4","Regra_4_e_5","Regra_5_e_6","Regra_6_e_7"
220560,2205607,"PI","Nordeste","Landri Sales",2020,4,4,0,5295,6164580.43,0,14553.91,903.733084041549,1194.81412086874,1164.22671010387,1,0,0,0,0,0
220570,2205706,"PI","Nordeste","Luís Correia",2020,13,9,0,30311,14384020.5,0,10983.41,141.857351456567,597.94143182343,474.547870410082,0,0,0,1,1,0
220580,2205805,"PI","Nordeste","Luzilândia",2020,24,21,0,25486,14384020.5,0,8494.54,97.8086396452955,594.81112924743,564.38909597426,0,0,0,1,1,0
220585,2205854,"PI","Nordeste","Madeiro",2020,1,1,0,8310,6164580.43,0,6955.69,63.8191877256318,679.201565583634,741.82676654633,1,0,0,0,0,0
220590,2205904,"PI","Nordeste","Manoel Emídio",2020,2,2,0,5349,6164580.43,0,9532.96,242.102563095906,903.215281361002,1152.47343989531,1,0,0,0,0,0
220595,2205953,"PI","Nordeste","Marcolândia",2020,6,6,0,8492,6164580.43,0,10309.01,442.061514366463,1028.63762717852,725.927982807348,1,0,0,0,0,0
220600,2206001,"PI","Nordeste","Marcos Parente",2020,1,1,0,4549,6164580.43,0,9888.75,247.045977137832,903.635372609365,1355.15067707188,1,0,0,0,0,0
220610,2206100,"PI","Nordeste","Matias Olímpio",2020,1,1,0,10936,8219440.49,0,7629.12,80.027446049744,612.29098024872,751.594777798098,1,1,0,0,0,0
220620,2206209,"PI","Nordeste","Miguel Alves",2020,9,7,0,33760,16438880.54,0,7703.64,82.8908631516588,615.981059241706,486.93366528436,0,0,0,0,1,1
220630,2206308,"PI","Nordeste","Miguel Leão",2020,1,1,0,1246,6164580.43,0,13529.61,193.605537720706,2806.3763081862,4947.49633226324,1,0,0,0,0,0
220635,2206357,"PI","Nordeste","Milton Brandão",2020,1,0,0,6613,6164580.43,0,7569.9,148.906579464691,677.139770149705,932.191203689702,1,0,0,0,0,0
220640,2206407,"PI","Nordeste","Monsenhor Gil",2020,14,11,0,10564,8219440.49,0,8715.4,141.591012873911,912.689513441878,778.061386785309,1,1,0,0,0,0
220650,2206506,"PI","Nordeste","Monsenhor Hipólito",2020,1,1,0,7749,6164580.43,0,8593.76,98.0088217834559,939.762593883082,795.53238224287,1,0,0,0,0,0
220660,2206605,"PI","Nordeste","Monte Alegre do Piauí",2020,7,6,0,10613,8219440.49,0,15906.15,850.112700461698,1029.68993875436,774.469093564496,1,1,0,0,0,0
220665,2206654,"PI","Nordeste","Morro Cabeça no Tempo",2020,0,0,0,4532,6164580.43,0,7472.84,257.301756398941,999.292431597529,1360.23398720212,1,0,0,0,0,0
220667,2206670,"PI","Nordeste","Morro do Chapéu do Piauí",2020,2,2,0,6796,6164580.43,0,7694.55,77.2106415538552,797.245341377281,907.089527663331,1,0,0,0,0,0
220669,2206696,"PI","Nordeste","Murici dos Portelas",2020,1,0,0,9159,6164580.43,0,7259.49,100.340496779124,671.128581722895,673.062608363358,1,0,0,0,0,0
220670,2206704,"PI","Nordeste","Nazaré do Piauí",2020,3,2,0,7339,6164580.43,0,8186.65,158.535811418449,919.0121828587,839.97553208884,1,0,0,0,0,0
220672,2206720,"PI","Nordeste","Nazária",2020,1,1,0,8570,6164576.38,0,9824.09,282.273880980163,715.871467911319,719.320464410735,1,0,0,0,0,0
220675,2206753,"PI","Nordeste","Nossa Senhora de Nazaré",2020,4,3,0,4870,6164580.43,0,8163.62,92.1229034907598,930.365572895277,1265.8276036961,1,0,0,0,0,0
220680,2206803,"PI","Nordeste","Nossa Senhora dos Remédios",2020,6,5,0,8692,6164580.43,0,8165.71,72.207035204786,762.56605959503,709.224623791993,1,0,0,0,0,0
220690,2206902,"PI","Nordeste","Novo Oriente do Piauí",2020,5,5,0,6565,6164580.43,0,7621.28,107.235625285605,836.948738766184,939.006920030465,1,0,0,0,0,0
220695,2206951,"PI","Nordeste","Novo Santo Antônio",2020,2,2,0,2991,6164580.43,0,8548.93,127.043911735206,1753.80894684052,2061.04327315279,1,0,0,0,0,0
220700,2207009,"PI","Nordeste","Oeiras",2020,29,17,275,37029,16438880.54,0,13013.49,331.122482648735,740.92798995382,443.946110886062,0,0,0,0,1,1
220710,2207108,"PI","Nordeste","Olho D'Água do Piauí",2020,1,1,0,2459,6164580.43,0,9574.66,89.0989345262302,1263.0169947133,2506.94608784059,1,0,0,0,0,0
220720,2207207,"PI","Nordeste","Padre Marcos",2020,4,4,0,6868,6164580.43,0,9111.35,116.424119103087,853.888926907397,897.580144146768,1,0,0,0,0,0
220730,2207306,"PI","Nordeste","Paes Landim",2020,1,1,0,4129,6164580.43,0,10047.46,155.90092031969,1196.78128360378,1492.99598692177,1,0,0,0,0,0
220735,2207355,"PI","Nordeste","Pajeú do Piauí",2020,5,5,0,3389,6164580.43,0,11416.31,200.73118914134,960.975753909708,1818.99688108587,1,0,0,0,0,0
220740,2207405,"PI","Nordeste","Palmeira do Piauí",2020,1,1,0,5043,6164580.43,0,17544.48,426.985944874083,999.71921673607,1222.40341661709,1,0,0,0,0,0
220750,2207504,"PI","Nordeste","Palmeirais",2020,13,10,0,14539,10274300.48,0,7941.2,120.140861819933,796.717420042644,706.671743586216,0,1,1,0,0,0
220755,2207553,"PI","Nordeste","Paquetá",2020,2,2,0,3945,6164580.43,0,8977.23,103.235741444867,1090.73411153359,1562.63128770596,1,0,0,0,0,0
220760,2207603,"PI","Nordeste","Parnaguá",2020,3,2,0,10791,8219440.49,0,8912.47,219.201943286072,907.025470299324,761.694049671022,1,1,0,0,0,0
220775,2207751,"PI","Nordeste","Passagem Franca do Piauí",2020,5,5,0,4313,6164580.43,0,8863.04,132.640111291444,882.495188963598,1429.30220959889,1,0,0,0,0,0
220777,2207777,"PI","Nordeste","Patos do Piauí",2020,4,4,0,6392,6164580.43,0,8223.4,138.676403316646,827.819308510638,964.421218710889,1,0,0,0,0,0
220779,2207793,"PI","Nordeste","Pau D'Arco do Piauí",2020,1,0,0,4045,6164580.43,0,7278.13,97.8336341161928,1139.55103090235,1524.00010630408,1,0,0,0,0,0
220780,2207801,"PI","Nordeste","Paulistana",2020,9,9,0,20523,12329160.54,0,10786.01,190.400894606052,1115.6437323978,600.748454904254,0,0,1,1,0,0
220785,2207850,"PI","Nordeste","Pavussu",2020,3,2,0,3677,6164580.43,0,8555.5,212.038213217297,1099.17841990753,1676.52445743813,1,0,0,0,0,0
220790,2207900,"PI","Nordeste","Pedro II",2020,16,13,0,38742,18493740.59,0,8865.84,109.444435496361,605.490057818388,477.356372670487,0,0,0,0,0,1
220793,2207934,"PI","Nordeste","Pedro Laurentino",2020,0,0,0,2536,6164580.43,0,9620.48,272.713217665615,1270.87765772871,2430.82824526814,1,0,0,0,0,0
220795,2207959,"PI","Nordeste","Nova Santa Rita",2020,2,1,0,4374,6164580.43,0,8921.44,180.611975308642,933.085518975766,1409.36909693644,1,0,0,0,0,0
220810,2208106,"PI","Nordeste","Pimenteiras",2020,5,4,0,12127,8219440.49,0,8086.91,514.356031170116,728.634737362909,677.780200379319,1,1,0,0,0,0
220820,2208205,"PI","Nordeste","Pio IX",2020,3,3,0,18425,12329160.54,0,9873.14,175.084799457259,705.099763364993,669.153896336499,0,0,1,1,0,0
220830,2208304,"PI","Nordeste","Piracuruca",2020,14,13,0,28791,14384020.5,0,10910.15,170.301671355632,794.664857768053,499.601281650516,0,0,0,1,1,0
220850,2208502,"PI","Nordeste","Porto",2020,9,8,0,12568,8219440.49,0,7404.03,73.6141963717377,691.268232017823,653.997492838956,1,1,0,0,0,0
220860,2208601,"PI","Nordeste","Prata do Piauí",2020,2,0,0,3151,6164580.43,0,7973.91,107.625534750873,1303.04166931133,1956.38858457632,1,0,0,0,0,0
220865,2208650,"PI","Nordeste","Queimada Nova",2020,2,2,0,8992,6164580.43,0,9864.1,165.930564946619,1070.81602424377,685.562770240213,1,0,0,0,0,0
220870,2208700,"PI","Nordeste","Redenção do Gurguéia",2020,10,8,0,8778,6164580.43,0,9014.64,197.482011847801,833.631875142401,702.276193893825,1,0,0,0,0,0
220880,2208809,"PI","Nordeste","Regeneração",2020,10,10,0,17978,12329160.54,0,9764.06,161.939887084214,797.262852931361,685.791553009233,0,0,1,1,0,0
220885,2208858,"PI","Nordeste","Riacho Frio",2020,1,1,0,4312,6164580.43,0,9380.85,311.157173005566,964.337998608534,1429.63368042672,1,0,0,0,0,0
220890,2208908,"PI","Nordeste","Ribeiro Gonçalves",2020,2,2,0,7341,6164580.43,0,43218.31,2255.39867184307,1149.84240294238,839.74668709985,1,0,0,0,0,0
220900,2209005,"PI","Nordeste","Rio Grande do Piauí",2020,2,2,0,6432,6164580.43,0,8380.3,130.350837997512,959.355446206468,958.42357431592,1,0,0,0,0,0
220910,2209104,"PI","Nordeste","Santa Cruz do Piauí",2020,11,11,0,6240,6164580.43,0,9029.82,133.979897435897,959.853137820513,987.913530448718,1,0,0,0,0,0
220915,2209153,"PI","Nordeste","Santa Cruz dos Milagres",2020,1,1,0,4019,6164580.43,0,9264.99,170.482622542921,1061.00371734262,1533.85927593929,1,0,0,0,0,0
220920,2209203,"PI","Nordeste","Santa Filomena",2020,0,0,0,6253,6164580.43,0,50236.24,1261.13040300656,1017.36556532864,985.859656165041,1,0,0,0,0,0
220930,2209302,"PI","Nordeste","Santa Luz",2020,4,4,0,5860,6164580.43,0,9090.48,159.274337883959,859.216010238908,1051.97618259386,1,0,0,0,0,0
220935,2209351,"PI","Nordeste","Santana do Piauí",2020,2,2,0,4634,6164580.43,0,7767.68,73.7183923176521,760.190394907208,1330.2935757445,1,0,0,0,0,0
220937,2209377,"PI","Nordeste","Santa Rosa do Piauí",2020,3,1,0,5257,6164580.43,0,7941.85,96.8624538710291,795.855463191935,1172.6422731596,1,0,0,0,0,0
220940,2209401,"PI","Nordeste","Santo Antônio de Lisboa",2020,2,2,0,6415,6164580.43,0,9997,187.370989867498,940.19614497272,960.963434138737,1,0,0,0,0,0
220945,2209450,"PI","Nordeste","Santo Antônio dos Milagres",2020,0,0,0,2161,6164580.43,0,7160.79,61.0119759370662,1291.98616381305,2852.65174919019,1,0,0,0,0,0
220950,2209500,"PI","Nordeste","Santo Inácio do Piauí",2020,2,2,0,3798,6164580.43,0,8856.79,67.1090731964192,1363.50028436019,1623.11227751448,1,0,0,0,0,0
220955,2209559,"PI","Nordeste","São Braz do Piauí",2020,1,1,0,4448,6164580.43,0,7622.61,122.600510341727,1153.54533723022,1385.92185926259,1,0,0,0,0,0
220960,2209609,"PI","Nordeste","São Félix do Piauí",2020,1,1,0,2942,6164580.43,0,9926.88,171.185751189667,1414.06963290279,2095.37064242012,1,0,0,0,0,0
220965,2209658,"PI","Nordeste","São Francisco de Assis do Piauí",2020,2,0,0,5755,6164580.43,0,8346.41,160.695367506516,824.049695916594,1071.16949261512,1,0,0,0,0,0
220970,2209708,"PI","Nordeste","São Francisco do Piauí",2020,3,2,0,6423,6164580.43,0,8200.07,160.197988478904,836.837238050755,959.766531215943,1,0,0,0,0,0
220975,2209757,"PI","Nordeste","São Gonçalo do Gurguéia",2020,1,1,0,3041,6164580.43,0,15790.02,340.448092732654,1465.83980269648,2027.15568234134,1,0,0,0,0,0
220980,2209807,"PI","Nordeste","São Gonçalo do Piauí",2020,2,2,0,5015,6164580.43,0,8994.06,90.7172622133599,797.277098703888,1229.22840079761,1,0,0,0,0,0
220985,2209856,"PI","Nordeste","São João da Canabrava",2020,5,5,0,4608,6164580.43,0,8981.99,119.245952690972,1020.18421440972,1337.79957248264,1,0,0,0,0,0
220987,2209872,"PI","Nordeste","São João da Fronteira",2020,0,0,0,6042,6164580.43,0,8207.95,127.511449851043,951.227912942734,1020.28805527971,1,0,0,0,0,0
220990,2209906,"PI","Nordeste","São João da Serra",2020,2,2,0,6139,6164580.43,0,8572.19,148.433034696205,1024.59313080306,1004.1668724548,1,0,0,0,0,0
220995,2209955,"PI","Nordeste","São João da Varjota",2020,3,2,0,4840,6164580.43,0,6491.03,138.161022727273,866.567301652893,1273.67364256198,1,0,0,0,0,0
220997,2209971,"PI","Nordeste","São João do Arraial",2020,1,1,0,7989,6164580.43,0,7054.71,66.2835035674052,738.765528852172,771.633549881086,1,0,0,0,0,0
221000,2210003,"PI","Nordeste","São João do Piauí",2020,21,20,0,20601,12329160.54,0,16594.88,217.011992136304,979.465940002912,598.473886704529,0,0,1,1,0,0
221005,2210052,"PI","Nordeste","São José do Divino",2020,6,4,0,5346,6164580.43,0,9458.78,108.370190796857,856.91000748223,1153.12017022073,1,0,0,0,0,0
221020,2210201,"PI","Nordeste","São José do Piauí",2020,7,7,0,6705,6164580.43,0,9105.89,111.033931394482,833.789427293065,919.400511558538,1,0,0,0,0,0
221030,2210300,"PI","Nordeste","São Julião",2020,4,4,0,6363,6164580.43,0,8049.92,104.255326104039,814.184012258369,968.816663523495,1,0,0,0,0,0
221035,2210359,"PI","Nordeste","São Lourenço do Piauí",2020,2,0,0,4573,6164580.43,0,7806.29,138.033933960201,905.840358626722,1348.03858080035,1,0,0,0,0,0
221037,2210375,"PI","Nordeste","São Luis do Piauí",2020,0,0,0,2644,6164580.43,0,8258.65,90.6395385779123,1365.74131618759,2331.53571482602,1,0,0,0,0,0
221038,2210383,"PI","Nordeste","São Miguel da Baixa Grande",2020,0,0,0,2452,6164580.43,0,9542.63,142.383307504078,1200.3130954323,2514.10294861338,1,0,0,0,0,0
221039,2210391,"PI","Nordeste","São Miguel do Fidalgo",2020,1,1,0,3039,6164580.43,0,8350.43,177.011059559065,1196.54603158934,2028.48977624218,1,0,0,0,0,0
221040,2210409,"PI","Nordeste","São Miguel do Tapuio",2020,11,9,0,17662,12329160.54,0,7923.78,193.677627109048,632.502727890386,698.061405276866,0,0,1,1,0,0
221050,2210508,"PI","Nordeste","São Pedro do Piauí",2020,5,4,0,14291,10274300.48,0,8072.88,92.7374186550976,923.103512700301,718.935027639773,0,1,1,0,0,0
221060,2210607,"PI","Nordeste","São Raimundo Nonato",2020,26,25,136,34710,16438880.54,0,14215.49,330.793020167099,803.852992797465,473.606469029098,0,0,0,0,1,1
221062,2210623,"PI","Nordeste","Sebastião Barros",2020,2,1,0,3469,6164580.43,0,11083.27,159.265575093687,1035.00449985587,1777.04826462958,1,0,0,0,0,0
221063,2210631,"PI","Nordeste","Sebastião Leal",2020,1,1,0,4294,6164580.43,0,25013.98,1217.75242431299,1329.81683278994,1435.62655565906,1,0,0,0,0,0
221065,2210656,"PI","Nordeste","Sigefredo Pacheco",2020,2,1,0,10041,6164580.43,0,6903.44,113.185714570262,549.794110148392,613.940885369983,1,0,0,0,0,0
221070,2210706,"PI","Nordeste","Simões",2020,3,3,0,14633,10274300.48,0,17378.45,1939.33160595913,1145.74541584091,702.132199822319,0,1,1,0,0,0
221080,2210805,"PI","Nordeste","Simplício Mendes",2020,8,5,0,12711,8219440.49,0,14083.82,285.539291165133,1003.47380379199,646.639956730391,1,1,0,0,0,0
221090,2210904,"PI","Nordeste","Socorro do Piauí",2020,2,2,0,4569,6164580.43,0,7760.68,141.081356970891,1051.67129568833,1349.21874151893,1,0,0,0,0,0
221093,2210938,"PI","Nordeste","Sussuapara",2020,2,2,0,6730,6164580.43,0,9742.1,124.961185735513,896.258442793462,915.985205052006,1,0,0,0,0,0
221097,2210979,"PI","Nordeste","Tanque do Piauí",2020,1,1,0,2765,6164580.43,0,10353.87,132.62347920434,1157.73567450271,2229.50467631103,1,0,0,0,0,0
221120,2211209,"PI","Nordeste","Uruçuí",2020,11,10,0,21558,12329160.54,0,68059.95,2837.67754151591,1012.18660590036,571.906509880323,0,0,1,1,0,0
221130,2211308,"PI","Nordeste","Valença do Piauí",2020,19,16,2,20918,12329160.54,0,12424.91,247.860385792141,871.071126780763,589.404366574242,0,0,1,1,0,0
221135,2211357,"PI","Nordeste","Várzea Branca",2020,3,3,0,4947,6164580.43,0,7845.59,103.340299171215,948.860426521124,1246.12501111785,1,0,0,0,0,0
221140,2211407,"PI","Nordeste","Várzea Grande",2020,0,0,0,4391,6164580.43,0,8073.17,96.661188795263,1094.40732407197,1403.91264632202,1,0,0,0,0,0
221160,2211605,"PI","Nordeste","Vila Nova do Piauí",2020,1,1,0,2971,6164580.43,0,10230.67,133.61651969034,1295.74089532144,2074.91768091552,1,0,0,0,0,0
221170,2211704,"PI","Nordeste","Wall Ferraz",2020,2,2,0,4462,6164580.43,0,7582.2,141.732866427611,1000.75861272972,1381.57338189153,1,0,0,0,0,0
230010,2300101,"CE","Nordeste","Abaiara",2020,9,3,0,11737,10280948.47,0,8048.09,424.258157962,751.421854818097,875.943466814348,1,1,0,0,0,0
230015,2300150,"CE","Nordeste","Acarape",2020,20,15,0,14929,12851185.54,0,9539.08,242.156415700985,1173.26116149776,860.820251858798,0,1,1,0,0,0
230040,2300408,"CE","Nordeste","Aiuaba",2020,5,2,0,17399,15421422.51,0,7436.15,173.036460141387,631.116412437496,886.339589056842,0,0,1,1,0,0
230050,2300507,"CE","Nordeste","Alcântaras",2020,9,4,0,11714,10280948.47,1,6971.39,595.422707870924,814.73077087246,877.663348984122,1,1,0,0,0,0
230060,2300606,"CE","Nordeste","Altaneira",2020,8,6,1,7586,7710711.41,0,7700.98,750.9986053256,963.775842341155,1016.43967967308,1,0,0,0,0,0
230070,2300705,"CE","Nordeste","Alto Santo",2020,19,17,14,17146,15421422.51,0,10667.09,324.603368715735,801.267057039543,899.418086434154,0,0,1,1,0,0
230075,2300754,"CE","Nordeste","Amontada",2020,26,16,4,43452,23132133.68,0,11890.58,232.636314323852,554.161627773175,532.360620454755,0,0,0,0,0,1
230080,2300804,"CE","Nordeste","Antonina do Norte",2020,9,2,0,7353,7710711.41,0,8759.2,786.011388548892,958.830975112199,1048.6483625731,1,0,0,0,0,0
230090,2300903,"CE","Nordeste","Apuiarés",2020,15,12,8,14600,12851185.54,0,7799.44,309.927139726027,758.706426027397,880.218187671233,0,1,1,0,0,0
230120,2301208,"CE","Nordeste","Aracoiaba",2020,17,16,2,26469,17991659.52,0,8684.56,215.269459745362,996.992221844422,679.725698741924,0,0,0,1,1,0
230125,2301257,"CE","Nordeste","Ararendá",2020,17,12,5,10935,10280948.47,0,7748.68,537.733192501143,813.674473708276,940.187331504344,1,1,0,0,0,0
230130,2301307,"CE","Nordeste","Araripe",2020,8,5,1,21600,15421422.51,0,7872.8,189.1664875,884.228506018518,713.954745833333,0,0,1,1,0,0
230140,2301406,"CE","Nordeste","Aratuba",2020,3,2,0,11847,10280948.47,0,10591.06,339.826890351988,880.561487296362,867.810286992488,1,1,0,0,0,0
230150,2301505,"CE","Nordeste","Arneiroz",2020,9,7,2,7840,7710711.41,0,7498.97,553.072700255102,867.924007653061,983.509108418367,1,0,0,0,0,0
230160,2301604,"CE","Nordeste","Assaré",2020,23,13,4,23417,15421422.51,0,8394.53,188.358846137422,795.14335653585,658.556711363539,0,0,1,1,0,0
230170,2301703,"CE","Nordeste","Aurora",2020,21,16,5,24654,17991659.52,0,8503.32,151.942321327168,915.248838727995,729.766347043076,0,0,0,1,1,0
230180,2301802,"CE","Nordeste","Baixio",2020,6,2,0,6288,7710711.41,0,8812.72,938.562684478372,1008.29826653944,1226.25817589059,1,0,0,0,0,0
230185,2301851,"CE","Nordeste","Banabuiú",2020,7,4,0,18197,15421422.51,0,10084.9,256.614412815299,786.231967357257,847.470600098917,0,0,1,1,0,0
230195,2301950,"CE","Nordeste","Barreira",2020,22,14,3,22425,15421422.51,0,8176.94,224.585751616499,706.694079375697,687.688852173913,0,0,1,1,0,0
230200,2302008,"CE","Nordeste","Barro",2020,16,10,9,22680,15421422.51,0,8572.64,180.184789241623,892.598188271605,679.956900793651,0,0,1,1,0,0
230205,2302057,"CE","Nordeste","Barroquinha",2020,25,19,1,15017,12851185.54,0,7330.21,325.339683691816,753.564050742492,855.775823400146,0,1,1,0,0,0
230210,2302107,"CE","Nordeste","Baturité",2020,40,26,34,35750,20561896.67,0,10930.43,155.121483076923,926.175258461538,575.157948811189,0,0,0,0,1,1
230230,2302305,"CE","Nordeste","Bela Cruz",2020,39,27,13,32591,20561896.67,0,8227.33,146.624451842533,576.613414746402,630.907203522445,0,0,0,0,1,1
230270,2302701,"CE","Nordeste","Campos Sales",2020,17,10,3,27426,17991659.52,0,9753.56,248.916835119959,609.59999708306,656.00742069569,0,0,0,1,1,0
230290,2302909,"CE","Nordeste","Capistrano",2020,16,14,0,17738,15421422.51,0,8733.16,255.066451685647,938.031348517307,869.400299357312,0,0,1,1,0,0
230300,2303006,"CE","Nordeste","Caridade",2020,14,12,2,22547,15421422.51,0,6853.2,271.631522153723,633.919028695614,683.967823213731,0,0,1,1,0,0
230310,2303105,"CE","Nordeste","Cariré",2020,32,22,11,18448,15421422.51,1,8859.88,316.351061903729,874.799171725932,835.940075346921,0,0,1,1,0,0
230320,2303204,"CE","Nordeste","Caririaçu",2020,30,16,0,26965,17991659.52,1,7786.74,155.328689783052,650.073647320601,667.222678286668,0,0,0,1,1,0
230330,2303303,"CE","Nordeste","Cariús",2020,16,9,12,18699,15421422.51,0,7729.78,217.587937857639,688.565083694315,824.719103160597,0,0,1,1,0,0
230340,2303402,"CE","Nordeste","Carnaubal",2020,19,8,9,17606,15421422.51,0,7457.7,203.724245711689,992.32315915029,875.918579461547,0,0,1,1,0,0
230360,2303600,"CE","Nordeste","Catarina",2020,13,9,25,20698,15421422.51,0,5748.05,203.347343704706,700.486815634361,745.068243791671,0,0,1,1,0,0
230365,2303659,"CE","Nordeste","Catunda",2020,14,8,2,10342,10280948.47,0,10934.31,487.468388126088,936.309473989557,994.096738541868,1,1,0,0,0,0
230380,2303808,"CE","Nordeste","Cedro",2020,20,13,26,25557,17991659.52,0,8048.16,173.65774543178,783.342596940173,703.981669210001,0,0,0,1,1,0
230390,2303907,"CE","Nordeste","Chaval",2020,18,17,9,13069,10280948.47,0,7305.39,310.184731808095,841.71233223659,786.666804652231,1,1,0,0,0,0
230393,2303931,"CE","Nordeste","Choró",2020,7,5,0,13521,10280948.47,0,9211.78,371.112445085423,853.565168996376,760.368942385918,1,1,0,0,0,0
230395,2303956,"CE","Nordeste","Chorozinho",2020,28,21,3,20264,15421422.51,1,14195.62,322.656159198579,724.95724684169,761.025587741808,0,0,1,1,0,0
230400,2304004,"CE","Nordeste","Coreaú",2020,36,18,17,23136,15421422.51,1,7603.38,249.416976573306,898.121585408022,666.55526063278,0,0,1,1,0,0
230423,2304236,"CE","Nordeste","Croatá",2020,10,7,2,18063,15421422.51,0,9926.15,198.162047278968,818.716101422798,853.757543597409,0,0,1,1,0,0
230425,2304251,"CE","Nordeste","Cruz",2020,33,21,25,24827,17991659.52,0,11507.53,291.96853707657,865.480095863375,724.681174527732,0,0,0,1,1,0
230426,2304269,"CE","Nordeste","Deputado Irapuan Pinheiro",2020,5,5,5,9625,7710711.41,0,7642.24,606.284291948052,928.260379220779,801.112873766234,1,0,0,0,0,0
230427,2304277,"CE","Nordeste","Ererê",2020,6,5,4,7198,7710711.41,0,7978.47,803.878293970547,1035.41959849958,1071.22970408447,1,0,0,0,0,0
230430,2304301,"CE","Nordeste","Farias Brito",2020,33,24,9,19450,15421422.51,1,9689.15,281.277673521851,897.631271465296,792.875193316195,0,0,1,1,0,0
230435,2304350,"CE","Nordeste","Forquilha",2020,47,34,0,24218,17991659.52,1,9333.53,312.150772152944,624.553175324139,742.90443141465,0,0,0,1,1,0
230445,2304459,"CE","Nordeste","Fortim",2020,7,4,3,16480,12851185.54,0,12461.03,333.14426881068,752.481655339806,779.804947815534,0,1,1,0,0,0
230450,2304509,"CE","Nordeste","Frecheirinha",2020,25,17,7,14072,12851185.54,1,19072.13,654.380741188175,868.040022029562,913.245135019898,0,1,1,0,0,0
230460,2304608,"CE","Nordeste","General Sampaio",2020,7,6,0,7618,7710711.41,0,9136.6,512.265946442636,1012.87283670255,1012.17004594382,1,0,0,0,0,0
230465,2304657,"CE","Nordeste","Graça",2020,25,18,0,14399,12851185.54,1,7357.52,390.140422251545,677.079711091048,892.505419820821,0,1,1,0,0,0
230480,2304806,"CE","Nordeste","Granjeiro",2020,4,3,0,4844,7710711.41,0,9304.91,904.182741535921,1505.49442402973,1591.80664946325,1,0,0,0,0,0
230490,2304905,"CE","Nordeste","Groaíras",2020,26,16,0,11068,10280948.47,1,7911.92,506.003981749187,941.841791651608,928.889453379111,1,1,0,0,0,0
230495,2304954,"CE","Nordeste","Guaiúba",2020,40,31,1,26064,17991659.52,1,7813.83,218.594267188459,638.765283532842,690.28773480663,0,0,0,1,1,0
230500,2305001,"CE","Nordeste","Guaraciaba do Norte",2020,30,25,11,40642,23132133.68,0,13749.92,172.678096058265,537.347882732149,569.168192510211,0,0,0,0,0,1
230510,2305100,"CE","Nordeste","Guaramiranga",2020,3,1,0,5193,7710711.41,0,14484.51,1000.75308299634,1465.0440785673,1484.82792412863,1,0,0,0,0,0
230520,2305209,"CE","Nordeste","Hidrolândia",2020,14,9,0,19978,15421422.51,0,7668.21,233.573245069577,695.205160676744,771.920237761538,0,0,1,1,0,0
230526,2305266,"CE","Nordeste","Ibaretama",2020,4,4,0,13353,10280948.47,0,8137.76,279.822513292893,754.40007938291,769.935480416386,1,1,0,0,0,0
230530,2305308,"CE","Nordeste","Ibiapina",2020,24,14,12,24997,17991659.52,0,12497.95,178.857879745569,911.181174140897,719.752751130136,0,0,0,1,1,0
230533,2305332,"CE","Nordeste","Ibicuitinga",2020,9,4,0,12525,10280948.47,0,8064.32,380.62756247505,1025.79322155689,820.834209181637,1,1,0,0,0,0
230535,2305357,"CE","Nordeste","Icapuí",2020,28,19,22,19934,15421422.51,0,17958.7,816.996680044146,1128.81072890539,773.624084980435,0,0,1,1,0,0
230560,2305605,"CE","Nordeste","Independência",2020,25,20,2,26178,17991659.52,0,9478.69,210.356727786691,612.037317212927,687.281668576667,0,0,0,1,1,0
230565,2305654,"CE","Nordeste","Ipaporanga",2020,2,2,0,11593,10280948.47,0,7585.28,492.911250754766,695.606887777107,886.823813508151,1,1,0,0,0,0
230570,2305704,"CE","Nordeste","Ipaumirim",2020,9,4,0,12463,10280948.47,0,9972.35,339.939190403595,776.330482227393,824.917633796036,1,1,0,0,0,0
230580,2305803,"CE","Nordeste","Ipu",2020,63,39,13,41964,23132133.68,0,10629.55,161.850602421123,878.129448813268,551.237576970737,0,0,0,0,0,1
230590,2305902,"CE","Nordeste","Ipueiras",2020,41,34,5,38166,23132133.68,0,7327.7,128.452371482471,619.821083949065,606.09269192475,0,0,0,0,0,1
230600,2306009,"CE","Nordeste","Iracema",2020,17,12,2,14297,12851185.54,0,10451.04,466.838796950409,1221.86606770651,898.872878226201,0,1,1,0,0,0
230610,2306108,"CE","Nordeste","Irauçuba",2020,42,38,40,24156,17991659.52,0,7804.23,255.52230667329,745.727557542639,744.811207153502,0,0,0,1,1,0
230620,2306207,"CE","Nordeste","Itaiçaba",2020,10,7,8,7827,7710711.41,0,8887.58,623.818787530344,1042.67709467229,985.142635748052,1,0,0,0,0,0
230625,2306256,"CE","Nordeste","Itaitinga",2020,39,29,9,37980,23132133.68,1,19036.31,400.742804897314,707.367044497104,609.060918378094,0,0,0,0,0,1
230650,2306504,"CE","Nordeste","Itapiúna",2020,15,11,0,20382,15421422.51,0,7154.28,271.212090079482,665.670464135021,756.619689431852,0,0,1,1,0,0
230655,2306553,"CE","Nordeste","Itarema",2020,40,27,22,41826,23132133.68,0,14705.64,769.374299000622,813.895961124659,553.056320948692,0,0,0,0,0,1
